Campaign_ID,Campaign_Name,Platform,Objective,Ad_Type,Audience_Age,Audience_Gender,Device,Country,Date,Week,Month,Quarter,Year,Impressions,Reach,Clicks,Spend,Conversions,Revenue,CTR,CPC,CPM,Conversion_Rate,CPA,ROAS,ROI
CID1646,Conversion Accelerator,Instagram,Leads,Story,18-24,Mixed,Desktop,USA,2024-10-04,40,10,4,2024,10457,8035,693,193.93,131,12751.32,6.63,0.28,18.55,18.9,1.48,65.75,6475.22
CID1647,Retargeting Strategy,Instagram,Leads,Carousel,25-34,Mixed,Mobile,USA,2024-02-03,5,2,1,2024,41571,35829,611,61.39,79,5524.54,1.47,0.1,1.48,12.93,0.78,89.99,8899.09
CID1648,Lead Generation Max,Instagram,Awareness,Carousel,25-34,Female,Desktop,USA,2024-04-02,14,4,2,2024,36955,29662,204,107.63,49,4016.46,0.55,0.53,2.91,24.02,2.2,37.32,3631.73
CID1649,Lead Generation Max,Facebook,Leads,Carousel,35-44,Male,Desktop,USA,2024-04-16,16,4,2,2024,580,453,20,441.77,3,131.35,3.45,22.09,761.67,15.0,147.26,0.3,-70.27
CID1650,Brand Awareness Boost,Facebook,Awareness,Carousel,18-24,Mixed,Mobile,USA,2024-05-28,22,5,2,2024,34690,17515,760,288.44,129,16631.6,2.19,0.38,8.31,16.97,2.24,57.66,5666.05
CID1651,Lead Generation Max,Facebook,Sales,Video,35-44,Mixed,Desktop,USA,2024-07-14,28,7,3,2024,20215,8116,1601,104.43,315,36409.44,7.92,0.07,5.17,19.68,0.33,348.65,34764.92
CID1652,Brand Awareness Boost,Facebook,Traffic,Carousel,18-24,Male,Mobile,USA,2024-01-31,5,1,1,2024,24309,11663,436,288.69,57,1528.77,1.79,0.66,11.88,13.07,5.06,5.3,429.55
CID1653,Conversion Accelerator,Instagram,Traffic,Video,35-44,Male,Mobile,USA,2024-02-28,9,2,1,2024,31747,25126,2108,159.52,381,16459.81,6.64,0.08,5.02,18.07,0.42,103.18,10218.34
CID1654,New Product Launch,Facebook,Leads,Carousel,35-44,Female,Desktop,USA,2024-02-12,7,2,1,2024,47567,20624,2397,140.3,440,57794.26,5.04,0.06,2.95,18.36,0.32,411.93,41093.34
CID1655,Holiday Mega Sale,Instagram,Traffic,Carousel,18-24,Male,Mobile,USA,2024-09-18,38,9,3,2024,42617,31496,2141,324.09,424,56100.87,5.02,0.15,7.6,19.8,0.76,173.1,17210.27
CID1656,Holiday Mega Sale,Instagram,Leads,Carousel,35-44,Mixed,Mobile,USA,2024-05-13,20,5,2,2024,9520,6390,561,419.02,83,10848.53,5.89,0.75,44.01,14.8,5.05,25.89,2489.02
CID1657,Brand Awareness Boost,Instagram,Sales,Carousel,35-44,Female,Mobile,USA,2024-11-11,46,11,4,2024,14669,11833,454,449.4,45,2627.32,3.09,0.99,30.64,9.91,9.99,5.85,484.63
CID1658,Holiday Mega Sale,Facebook,Sales,Story,35-44,Mixed,Desktop,USA,2024-07-02,27,7,3,2024,24739,16207,637,236.68,111,6152.42,2.57,0.37,9.57,17.43,2.13,25.99,2499.47
CID1659,Conversion Accelerator,Instagram,Leads,Carousel,35-44,Mixed,Desktop,USA,2024-02-23,8,2,1,2024,36406,30666,2763,140.77,165,4692.93,7.59,0.05,3.87,5.97,0.85,33.34,3233.76
CID1660,Website Traffic Growth,Facebook,Awareness,Image,35-44,Mixed,Desktop,USA,2024-11-17,46,11,4,2024,7387,4653,224,188.8,30,1312.91,3.03,0.84,25.56,13.39,6.29,6.95,595.4
CID1661,Brand Awareness Boost,Facebook,Sales,Image,35-44,Mixed,Mobile,USA,2024-03-15,11,3,1,2024,10519,4382,195,496.02,47,3208.68,1.85,2.54,47.15,24.1,10.55,6.47,546.89
CID1662,Website Traffic Growth,Facebook,Traffic,Carousel,35-44,Mixed,Mobile,USA,2024-11-11,46,11,4,2024,12990,9004,827,330.3,40,4762.2,6.37,0.4,25.43,4.84,8.26,14.42,1341.78
CID1663,New Product Launch,Instagram,Leads,Story,35-44,Female,Mobile,USA,2024-04-23,17,4,2,2024,23680,14817,1345,227.98,134,14933.12,5.68,0.17,9.63,9.96,1.7,65.5,6450.19
CID1664,New Product Launch,Instagram,Leads,Carousel,18-24,Female,Desktop,USA,2024-11-06,45,11,4,2024,954,710,70,478.69,6,331.29,7.34,6.84,501.77,8.57,79.78,0.69,-30.79
CID1665,Website Traffic Growth,Facebook,Leads,Image,35-44,Male,Desktop,USA,2024-09-29,39,9,3,2024,5130,2273,38,439.45,2,225.94,0.74,11.56,85.66,5.26,219.72,0.51,-48.59
CID1666,Lead Generation Max,Facebook,Awareness,Video,25-34,Male,Desktop,USA,2024-12-17,51,12,4,2024,44486,39854,2948,242.3,481,41821.58,6.63,0.08,5.45,16.32,0.5,172.6,17160.25
CID1667,Website Traffic Growth,Instagram,Sales,Image,35-44,Male,Desktop,USA,2024-04-19,16,4,2,2024,28449,14420,566,329.38,59,3113.99,1.99,0.58,11.58,10.42,5.58,9.45,845.41
CID1668,Brand Awareness Boost,Facebook,Leads,Image,35-44,Male,Mobile,USA,2024-09-17,38,9,3,2024,11250,5981,723,458.27,149,11939.73,6.43,0.63,40.74,20.61,3.08,26.05,2505.39
CID1669,Retargeting Strategy,Facebook,Leads,Carousel,18-24,Male,Mobile,USA,2024-04-07,14,4,2,2024,26618,20369,1949,118.99,166,5233.69,7.32,0.06,4.47,8.52,0.72,43.98,4298.43
CID1670,Brand Awareness Boost,Instagram,Awareness,Video,18-24,Female,Desktop,USA,2024-12-24,52,12,4,2024,10210,8864,478,344.81,22,2841.18,4.68,0.72,33.77,4.6,15.67,8.24,723.98
CID1671,Website Traffic Growth,Facebook,Sales,Story,25-34,Male,Mobile,USA,2024-02-09,6,2,1,2024,27112,20715,863,477.47,173,25063.21,3.18,0.55,17.61,20.05,2.76,52.49,5149.17
CID1672,Conversion Accelerator,Facebook,Traffic,Carousel,25-34,Mixed,Desktop,USA,2024-03-28,13,3,1,2024,26664,13822,151,173.72,37,1963.22,0.57,1.15,6.52,24.5,4.7,11.3,1030.11
CID1673,Brand Awareness Boost,Facebook,Leads,Story,25-34,Female,Mobile,USA,2024-12-05,49,12,4,2024,14683,11859,488,286.22,57,5205.32,3.32,0.59,19.49,11.68,5.02,18.19,1718.64
CID1674,Conversion Accelerator,Facebook,Leads,Video,35-44,Mixed,Mobile,USA,2024-12-17,51,12,4,2024,23684,11862,1474,115.0,349,14540.83,6.22,0.08,4.86,23.68,0.33,126.44,12544.2
CID1675,Holiday Mega Sale,Instagram,Awareness,Story,35-44,Mixed,Desktop,USA,2024-10-30,44,10,4,2024,16573,6990,880,22.18,105,9256.57,5.31,0.03,1.34,11.93,0.21,417.34,41633.86
CID1676,Retargeting Strategy,Instagram,Awareness,Carousel,25-34,Female,Desktop,USA,2024-01-12,2,1,1,2024,31921,17582,645,167.44,99,4227.01,2.02,0.26,5.25,15.35,1.69,25.24,2424.49
CID1677,Conversion Accelerator,Instagram,Leads,Image,35-44,Male,Mobile,USA,2024-08-26,35,8,3,2024,27246,23596,2153,187.91,240,32530.74,7.9,0.09,6.9,11.15,0.78,173.12,17211.87
CID1678,Lead Generation Max,Instagram,Awareness,Story,25-34,Male,Desktop,USA,2024-10-31,44,10,4,2024,27355,13730,674,312.16,40,3126.35,2.46,0.46,11.41,5.93,7.8,10.02,901.52
CID1679,Brand Awareness Boost,Facebook,Sales,Image,25-34,Female,Desktop,USA,2024-08-31,35,8,3,2024,44279,32285,2790,247.41,664,63496.04,6.3,0.09,5.59,23.8,0.37,256.64,25564.3
CID1680,New Product Launch,Facebook,Leads,Carousel,18-24,Mixed,Desktop,USA,2024-02-26,9,2,1,2024,25344,14871,1886,17.49,71,3323.09,7.44,0.01,0.69,3.76,0.25,190.0,18899.94
CID1681,Brand Awareness Boost,Facebook,Awareness,Carousel,35-44,Female,Desktop,USA,2024-04-28,17,4,2,2024,49852,40573,395,291.46,92,2198.5,0.79,0.74,5.85,23.29,3.17,7.54,654.31
CID1682,Brand Awareness Boost,Facebook,Awareness,Story,18-24,Male,Desktop,USA,2024-05-27,22,5,2,2024,42636,34967,2703,261.61,517,66017.43,6.34,0.1,6.14,19.13,0.51,252.35,25135.06
CID1683,Website Traffic Growth,Facebook,Awareness,Story,35-44,Mixed,Mobile,USA,2024-06-05,23,6,2,2024,35427,19146,2307,95.61,56,5889.3,6.51,0.04,2.7,2.43,1.71,61.6,6059.71
CID1684,Retargeting Strategy,Facebook,Traffic,Story,35-44,Female,Desktop,USA,2024-06-26,26,6,2,2024,10365,5151,184,328.83,14,473.46,1.78,1.79,31.73,7.61,23.49,1.44,43.98
CID1685,Brand Awareness Boost,Facebook,Sales,Story,35-44,Mixed,Mobile,USA,2024-12-17,51,12,4,2024,40092,33648,2944,32.28,331,45313.04,7.34,0.01,0.81,11.24,0.1,1403.75,140274.97
CID1686,Retargeting Strategy,Instagram,Sales,Story,18-24,Male,Mobile,USA,2024-05-24,21,5,2,2024,38536,32991,2359,203.08,207,11125.27,6.12,0.09,5.27,8.77,0.98,54.78,5378.27
CID1687,Holiday Mega Sale,Instagram,Leads,Video,35-44,Male,Mobile,USA,2024-03-13,11,3,1,2024,21181,9684,1455,113.11,135,14690.12,6.87,0.08,5.34,9.28,0.84,129.87,12887.46
CID1688,Summer Promo Blast,Facebook,Leads,Image,25-34,Female,Desktop,USA,2024-07-16,29,7,3,2024,20977,17276,811,408.27,127,15119.7,3.87,0.5,19.46,15.66,3.21,37.03,3603.36
CID1689,Retargeting Strategy,Facebook,Sales,Carousel,25-34,Mixed,Desktop,USA,2024-06-30,26,6,2,2024,28558,11585,1276,112.93,142,7980.03,4.47,0.09,3.95,11.13,0.8,70.66,6966.35
CID1690,Lead Generation Max,Facebook,Sales,Story,25-34,Female,Mobile,USA,2024-01-09,2,1,1,2024,23182,11241,830,331.8,126,8638.49,3.58,0.4,14.31,15.18,2.63,26.04,2503.52
CID1691,Summer Promo Blast,Instagram,Traffic,Video,18-24,Mixed,Mobile,USA,2024-01-26,4,1,1,2024,28610,21029,1564,417.75,72,3368.85,5.47,0.27,14.6,4.6,5.8,8.06,706.43
CID1692,Summer Promo Blast,Facebook,Awareness,Carousel,35-44,Mixed,Mobile,USA,2024-04-30,18,4,2,2024,28988,20447,396,154.22,81,8934.83,1.37,0.39,5.32,20.45,1.9,57.94,5693.56
CID1693,Website Traffic Growth,Instagram,Awareness,Image,25-34,Mixed,Desktop,USA,2024-03-16,11,3,1,2024,35592,28198,2332,66.47,144,20497.97,6.55,0.03,1.87,6.17,0.46,308.38,30737.93
CID1694,Retargeting Strategy,Facebook,Leads,Story,35-44,Female,Desktop,USA,2024-04-05,14,4,2,2024,22270,15422,885,255.83,183,21499.04,3.97,0.29,11.49,20.68,1.4,84.04,8303.64
CID1695,Conversion Accelerator,Instagram,Traffic,Story,18-24,Female,Mobile,USA,2024-05-30,22,5,2,2024,9845,6010,363,253.15,34,2384.15,3.69,0.7,25.71,9.37,7.45,9.42,841.79
CID1696,Brand Awareness Boost,Instagram,Leads,Story,18-24,Male,Mobile,USA,2024-08-31,35,8,3,2024,8609,6999,207,241.61,13,1056.01,2.4,1.17,28.06,6.28,18.59,4.37,337.07
CID1697,Website Traffic Growth,Facebook,Leads,Carousel,25-34,Mixed,Mobile,USA,2024-04-08,15,4,2,2024,31195,16615,2044,260.14,458,33260.62,6.55,0.13,8.34,22.41,0.57,127.86,12685.66
CID1698,Summer Promo Blast,Facebook,Sales,Video,18-24,Female,Mobile,USA,2024-03-28,13,3,1,2024,783,459,58,228.86,13,575.4,7.41,3.95,292.29,22.41,17.6,2.51,151.42
CID1699,Website Traffic Growth,Facebook,Leads,Video,35-44,Mixed,Desktop,USA,2024-10-12,41,10,4,2024,25025,10398,1774,434.07,164,22464.99,7.09,0.24,17.35,9.24,2.65,51.75,5075.43
CID1700,Summer Promo Blast,Instagram,Awareness,Carousel,25-34,Male,Desktop,USA,2024-03-26,13,3,1,2024,25308,16890,1866,144.99,130,18620.22,7.37,0.08,5.73,6.97,1.12,128.42,12742.42
CID1701,New Product Launch,Facebook,Leads,Story,18-24,Mixed,Mobile,USA,2024-06-03,23,6,2,2024,10893,8240,181,133.42,42,3897.38,1.66,0.74,12.25,23.2,3.18,29.21,2821.14
CID1702,Conversion Accelerator,Instagram,Traffic,Image,18-24,Mixed,Mobile,USA,2024-07-25,30,7,3,2024,9127,4012,317,116.63,30,2743.17,3.47,0.37,12.78,9.46,3.89,23.52,2252.03
CID1703,Conversion Accelerator,Instagram,Leads,Video,35-44,Mixed,Mobile,USA,2024-08-16,33,8,3,2024,39287,31562,1554,429.27,69,1572.52,3.96,0.28,10.93,4.44,6.22,3.66,266.32
CID1704,Summer Promo Blast,Instagram,Awareness,Story,35-44,Male,Desktop,USA,2024-07-26,30,7,3,2024,7044,3164,65,483.6,10,1388.45,0.92,7.44,68.65,15.38,48.36,2.87,187.11
CID1705,New Product Launch,Facebook,Traffic,Carousel,18-24,Male,Mobile,USA,2024-07-01,27,7,3,2024,34605,15055,858,338.46,130,18225.81,2.48,0.39,9.78,15.15,2.6,53.85,5284.92
CID1706,Conversion Accelerator,Facebook,Awareness,Story,18-24,Male,Mobile,USA,2024-07-22,30,7,3,2024,13491,10663,161,203.88,11,1109.51,1.19,1.27,15.11,6.83,18.53,5.44,444.2
CID1707,Lead Generation Max,Instagram,Sales,Carousel,35-44,Male,Desktop,USA,2024-03-21,12,3,1,2024,2552,1932,137,34.42,31,761.06,5.37,0.25,13.49,22.63,1.11,22.11,2111.1
CID1708,Retargeting Strategy,Facebook,Traffic,Story,35-44,Mixed,Desktop,USA,2024-02-28,9,2,1,2024,37931,16564,2357,230.01,249,36377.9,6.21,0.1,6.06,10.56,0.92,158.16,15715.79
CID1709,Brand Awareness Boost,Instagram,Leads,Image,18-24,Mixed,Desktop,USA,2024-04-22,17,4,2,2024,17190,6988,400,143.46,96,12878.92,2.33,0.36,8.35,24.0,1.49,89.77,8877.36
CID1710,Lead Generation Max,Instagram,Awareness,Image,35-44,Male,Desktop,USA,2024-06-29,26,6,2,2024,23134,15840,1751,341.72,270,18670.92,7.57,0.2,14.77,15.42,1.27,54.64,5363.81
CID1711,Lead Generation Max,Facebook,Leads,Video,18-24,Mixed,Mobile,USA,2024-03-29,13,3,1,2024,27285,18188,640,413.89,46,6401.52,2.35,0.65,15.17,7.19,9.0,15.47,1446.67
CID1712,Website Traffic Growth,Instagram,Sales,Story,35-44,Male,Desktop,USA,2024-03-21,12,3,1,2024,9564,7387,760,193.38,142,10725.53,7.95,0.25,20.22,18.68,1.36,55.46,5446.35
CID1713,Conversion Accelerator,Facebook,Leads,Video,18-24,Mixed,Desktop,USA,2024-09-18,38,9,3,2024,788,444,20,132.77,1,81.29,2.54,6.64,168.49,5.0,132.77,0.61,-38.77
CID1714,Brand Awareness Boost,Facebook,Awareness,Video,25-34,Male,Mobile,USA,2024-02-05,6,2,1,2024,11088,7829,602,22.75,143,18391.18,5.43,0.04,2.05,23.75,0.16,808.4,80740.35
CID1715,Summer Promo Blast,Facebook,Leads,Story,18-24,Mixed,Desktop,USA,2024-05-29,22,5,2,2024,24068,11889,427,204.72,11,552.28,1.77,0.48,8.51,2.58,18.61,2.7,169.77
CID1716,Holiday Mega Sale,Instagram,Traffic,Video,35-44,Female,Desktop,USA,2024-08-31,35,8,3,2024,3412,1564,24,30.42,5,669.89,0.7,1.27,8.92,20.83,6.08,22.02,2102.14
CID1717,Website Traffic Growth,Facebook,Sales,Image,18-24,Mixed,Desktop,USA,2024-04-18,16,4,2,2024,9189,5366,359,317.21,87,9674.32,3.91,0.88,34.52,24.23,3.65,30.5,2949.82
CID1718,Conversion Accelerator,Facebook,Awareness,Video,18-24,Female,Desktop,USA,2024-03-08,10,3,1,2024,33091,20524,2353,200.52,115,2808.21,7.11,0.09,6.06,4.89,1.74,14.0,1300.46
CID1719,Summer Promo Blast,Facebook,Leads,Story,35-44,Male,Desktop,USA,2024-08-28,35,8,3,2024,19873,11978,1537,415.72,169,16445.83,7.73,0.27,20.92,11.0,2.46,39.56,3855.99
CID1720,Retargeting Strategy,Instagram,Sales,Carousel,18-24,Female,Desktop,USA,2024-01-07,1,1,1,2024,4742,2518,309,235.28,68,4331.84,6.52,0.76,49.62,22.01,3.46,18.41,1741.14
CID1721,New Product Launch,Facebook,Traffic,Video,18-24,Female,Desktop,USA,2024-06-15,24,6,2,2024,2441,1784,84,385.39,7,691.97,3.44,4.59,157.88,8.33,55.06,1.8,79.55
CID1722,Retargeting Strategy,Instagram,Sales,Image,35-44,Mixed,Mobile,USA,2024-11-02,44,11,4,2024,43200,22524,2848,410.82,671,82576.15,6.59,0.14,9.51,23.56,0.61,201.0,20000.32
CID1723,Conversion Accelerator,Instagram,Sales,Story,35-44,Female,Desktop,USA,2024-11-23,47,11,4,2024,34378,26953,1912,130.91,381,12486.13,5.56,0.07,3.81,19.93,0.34,95.38,9437.95
CID1724,New Product Launch,Instagram,Traffic,Story,35-44,Female,Mobile,USA,2024-10-28,44,10,4,2024,18136,13829,944,146.86,108,6865.72,5.21,0.16,8.1,11.44,1.36,46.75,4575.01
CID1725,Website Traffic Growth,Instagram,Leads,Image,35-44,Mixed,Desktop,USA,2024-06-22,25,6,2,2024,49896,36595,1314,400.46,117,2397.74,2.63,0.3,8.03,8.9,3.42,5.99,498.75
CID1726,Summer Promo Blast,Facebook,Sales,Carousel,25-34,Male,Mobile,USA,2024-02-08,6,2,1,2024,9145,7328,196,12.8,31,3531.3,2.14,0.07,1.4,15.82,0.41,275.88,27488.28
CID1727,New Product Launch,Instagram,Leads,Story,25-34,Mixed,Mobile,USA,2024-04-28,17,4,2,2024,595,360,3,325.47,0,0.0,0.5,108.49,547.01,0.0,0.0,0.0,-100.0
CID1728,Conversion Accelerator,Facebook,Awareness,Story,25-34,Male,Desktop,USA,2024-05-31,22,5,2,2024,34301,20496,2418,94.8,582,31173.83,7.05,0.04,2.76,24.07,0.16,328.84,32783.79
CID1729,Lead Generation Max,Instagram,Leads,Video,25-34,Male,Desktop,USA,2024-06-01,22,6,2,2024,2920,2591,233,375.39,11,569.72,7.98,1.61,128.56,4.72,34.13,1.52,51.77
CID1730,Holiday Mega Sale,Facebook,Sales,Carousel,18-24,Mixed,Mobile,USA,2024-04-21,16,4,2,2024,16407,12170,1197,159.85,140,20745.18,7.3,0.13,9.74,11.7,1.14,129.78,12877.9
CID1731,Summer Promo Blast,Instagram,Leads,Image,35-44,Female,Desktop,USA,2024-02-24,8,2,1,2024,10697,8626,844,40.93,153,17243.3,7.89,0.05,3.83,18.13,0.27,421.29,42028.76
CID1732,Conversion Accelerator,Facebook,Traffic,Image,25-34,Female,Desktop,USA,2024-05-23,21,5,2,2024,44758,39711,2338,356.02,58,4784.07,5.22,0.15,7.95,2.48,6.14,13.44,1243.76
CID1733,Conversion Accelerator,Facebook,Traffic,Story,18-24,Female,Desktop,USA,2024-10-01,40,10,4,2024,9606,5981,612,85.27,122,15877.3,6.37,0.14,8.88,19.93,0.7,186.2,18520.03
CID1734,Lead Generation Max,Facebook,Awareness,Carousel,35-44,Male,Mobile,USA,2024-07-17,29,7,3,2024,35463,26316,1210,331.42,77,5370.04,3.41,0.27,9.35,6.36,4.3,16.2,1520.31
CID1735,Website Traffic Growth,Facebook,Sales,Story,18-24,Mixed,Desktop,USA,2024-10-05,40,10,4,2024,36609,31170,756,85.48,185,20032.82,2.07,0.11,2.33,24.47,0.46,234.36,23335.68
CID1736,Brand Awareness Boost,Instagram,Leads,Carousel,18-24,Mixed,Desktop,USA,2024-01-09,2,1,1,2024,2456,1257,65,210.03,8,603.35,2.65,3.23,85.52,12.31,26.25,2.87,187.27
CID1737,Holiday Mega Sale,Instagram,Traffic,Video,25-34,Mixed,Desktop,USA,2024-06-18,25,6,2,2024,7971,3193,312,121.01,8,350.72,3.91,0.39,15.18,2.56,15.13,2.9,189.83
CID1738,Website Traffic Growth,Facebook,Awareness,Image,18-24,Mixed,Desktop,USA,2024-10-28,44,10,4,2024,24512,15724,1304,311.8,82,9975.9,5.32,0.24,12.72,6.29,3.8,31.99,3099.45
CID1739,Holiday Mega Sale,Facebook,Traffic,Carousel,18-24,Mixed,Desktop,USA,2024-08-16,33,8,3,2024,25220,19528,1297,127.65,291,19308.05,5.14,0.1,5.06,22.44,0.44,151.26,15025.77
CID1740,Holiday Mega Sale,Instagram,Awareness,Carousel,25-34,Female,Mobile,USA,2024-10-06,40,10,4,2024,18843,8884,1335,169.48,91,4593.3,7.08,0.13,8.99,6.82,1.86,27.1,2610.23
CID1741,Retargeting Strategy,Facebook,Awareness,Video,25-34,Female,Mobile,USA,2024-06-24,26,6,2,2024,25042,17221,1998,32.19,399,17373.67,7.98,0.02,1.29,19.97,0.08,539.72,53872.26
CID1742,Website Traffic Growth,Facebook,Leads,Image,18-24,Mixed,Desktop,USA,2024-06-26,26,6,2,2024,41601,29226,2055,23.46,242,32758.81,4.94,0.01,0.56,11.78,0.1,1396.37,139536.87
CID1743,Retargeting Strategy,Facebook,Sales,Image,25-34,Mixed,Desktop,USA,2024-06-22,25,6,2,2024,29467,22184,702,228.58,14,340.51,2.38,0.33,7.76,1.99,16.33,1.49,48.97
CID1744,Conversion Accelerator,Instagram,Awareness,Story,35-44,Female,Mobile,USA,2024-09-09,37,9,3,2024,47217,34165,1231,359.8,188,4544.61,2.61,0.29,7.62,15.27,1.91,12.63,1163.09
CID1745,Website Traffic Growth,Instagram,Traffic,Image,35-44,Male,Mobile,USA,2024-08-15,33,8,3,2024,32400,23044,2273,448.45,370,10904.04,7.02,0.2,13.84,16.28,1.21,24.31,2331.5
CID1746,Holiday Mega Sale,Facebook,Leads,Carousel,35-44,Mixed,Desktop,USA,2024-01-21,3,1,1,2024,42532,24634,533,71.82,31,2651.25,1.25,0.13,1.69,5.82,2.32,36.92,3591.52
CID1747,Holiday Mega Sale,Facebook,Traffic,Image,18-24,Mixed,Desktop,USA,2024-04-17,16,4,2,2024,33470,13439,2639,83.24,563,42967.43,7.88,0.03,2.49,21.33,0.15,516.19,51518.73
CID1748,Holiday Mega Sale,Instagram,Leads,Video,35-44,Male,Desktop,USA,2024-12-10,50,12,4,2024,7218,5839,368,356.2,8,858.45,5.1,0.97,49.35,2.17,44.52,2.41,141.0
CID1749,Retargeting Strategy,Instagram,Leads,Image,18-24,Mixed,Mobile,USA,2024-06-05,23,6,2,2024,12791,7234,189,52.87,8,705.34,1.48,0.28,4.13,4.23,6.61,13.34,1234.1
CID1750,Conversion Accelerator,Facebook,Traffic,Story,18-24,Male,Desktop,USA,2024-01-29,5,1,1,2024,8277,4370,590,341.27,96,6936.81,7.13,0.58,41.23,16.27,3.55,20.33,1932.65
CID1751,New Product Launch,Instagram,Leads,Video,25-34,Mixed,Desktop,USA,2024-11-27,48,11,4,2024,41151,27075,2380,495.82,408,36919.74,5.78,0.21,12.05,17.14,1.22,74.46,7346.2
CID1752,Brand Awareness Boost,Instagram,Traffic,Image,35-44,Female,Mobile,USA,2024-09-25,39,9,3,2024,18279,7377,396,272.9,65,8706.47,2.17,0.69,14.93,16.41,4.2,31.9,3090.35
CID1753,Summer Promo Blast,Instagram,Sales,Image,35-44,Male,Mobile,USA,2024-12-10,50,12,4,2024,20207,15890,1207,492.0,233,19173.37,5.97,0.41,24.35,19.3,2.11,38.97,3797.03
CID1754,Lead Generation Max,Instagram,Traffic,Video,35-44,Mixed,Mobile,USA,2024-11-05,45,11,4,2024,46580,32985,321,342.09,14,727.2,0.69,1.07,7.34,4.36,24.43,2.13,112.58
CID1755,Summer Promo Blast,Facebook,Traffic,Video,25-34,Female,Desktop,USA,2024-08-21,34,8,3,2024,9322,5383,656,301.58,155,21148.21,7.04,0.46,32.35,23.63,1.95,70.12,6912.47
CID1756,Lead Generation Max,Facebook,Traffic,Carousel,18-24,Male,Mobile,USA,2024-06-09,23,6,2,2024,8492,7574,472,183.11,111,15465.0,5.56,0.39,21.56,23.52,1.65,84.46,8345.74
CID1757,Brand Awareness Boost,Facebook,Traffic,Video,18-24,Mixed,Desktop,USA,2024-02-23,8,2,1,2024,29322,17814,297,163.9,42,2716.04,1.01,0.55,5.59,14.14,3.9,16.57,1557.13
CID1758,Holiday Mega Sale,Facebook,Awareness,Image,25-34,Female,Mobile,USA,2024-04-30,18,4,2,2024,42507,34004,2215,391.5,164,21905.51,5.21,0.18,9.21,7.4,2.39,55.95,5495.28
CID1759,New Product Launch,Facebook,Leads,Image,18-24,Female,Desktop,USA,2024-10-16,42,10,4,2024,44416,23183,1356,242.92,120,10896.01,3.05,0.18,5.47,8.85,2.02,44.85,4385.43
CID1760,Summer Promo Blast,Facebook,Leads,Video,35-44,Male,Desktop,USA,2024-06-26,26,6,2,2024,36118,29997,516,84.62,106,2161.25,1.43,0.16,2.34,20.54,0.8,25.54,2454.07
CID1761,Conversion Accelerator,Instagram,Sales,Video,35-44,Female,Mobile,USA,2024-12-14,50,12,4,2024,2178,1284,29,484.94,5,599.94,1.33,16.72,222.65,17.24,96.99,1.24,23.71
CID1762,Summer Promo Blast,Facebook,Sales,Story,35-44,Mixed,Desktop,USA,2024-10-27,43,10,4,2024,14803,11717,600,175.11,126,13294.85,4.05,0.29,11.83,21.0,1.39,75.92,7492.28
CID1763,Lead Generation Max,Instagram,Awareness,Story,25-34,Mixed,Desktop,USA,2024-01-19,3,1,1,2024,38810,31256,1298,129.5,223,19015.49,3.34,0.1,3.34,17.18,0.58,146.84,14583.78
CID1764,Retargeting Strategy,Facebook,Awareness,Story,25-34,Male,Mobile,USA,2024-11-29,48,11,4,2024,37894,23094,1625,231.78,247,6428.32,4.29,0.14,6.12,15.2,0.94,27.73,2673.46
CID1765,Holiday Mega Sale,Facebook,Sales,Carousel,35-44,Mixed,Desktop,USA,2024-01-19,3,1,1,2024,43738,24334,3234,373.22,167,24807.12,7.39,0.12,8.53,5.16,2.23,66.47,6546.78
CID1766,Retargeting Strategy,Facebook,Sales,Image,18-24,Mixed,Mobile,USA,2024-10-25,43,10,4,2024,29613,16204,1627,286.57,147,7278.23,5.49,0.18,9.68,9.04,1.95,25.4,2439.77
CID1767,New Product Launch,Instagram,Leads,Image,25-34,Mixed,Desktop,USA,2024-08-14,33,8,3,2024,16473,11646,1284,161.9,245,16203.25,7.79,0.13,9.83,19.08,0.66,100.08,9908.18
CID1768,Website Traffic Growth,Instagram,Awareness,Story,25-34,Mixed,Mobile,USA,2024-10-06,40,10,4,2024,18621,15733,498,34.45,12,1769.7,2.67,0.07,1.85,2.41,2.87,51.37,5037.01
CID1769,New Product Launch,Facebook,Sales,Image,25-34,Mixed,Desktop,USA,2024-09-13,37,9,3,2024,31793,16996,1085,320.51,36,5391.47,3.41,0.3,10.08,3.32,8.9,16.82,1582.15
CID1770,Summer Promo Blast,Instagram,Sales,Image,18-24,Mixed,Mobile,USA,2024-05-01,18,5,2,2024,6235,4541,483,467.53,114,16855.23,7.75,0.97,74.98,23.6,4.1,36.05,3505.17
CID1771,Conversion Accelerator,Instagram,Leads,Carousel,18-24,Female,Desktop,USA,2024-08-03,31,8,3,2024,23541,15693,1499,196.1,239,12211.02,6.37,0.13,8.33,15.94,0.82,62.27,6126.94
CID1772,Brand Awareness Boost,Instagram,Sales,Carousel,25-34,Male,Desktop,USA,2024-01-01,1,1,1,2024,27484,21652,1457,227.92,197,12524.62,5.3,0.16,8.29,13.52,1.16,54.95,5395.18
CID1773,Conversion Accelerator,Instagram,Traffic,Image,25-34,Female,Mobile,USA,2024-01-17,3,1,1,2024,12054,10845,328,484.38,66,3331.96,2.72,1.48,40.18,20.12,7.34,6.88,587.88
